subject,run,accuracy,kappa,precision,recall,f1_score
510,0,0.3055555555555556,0.020408163265306034,0.5209219858156028,0.3406407655900557,0.30693164362519204
510,1,0.4166666666666667,0.16417910447761197,0.5224867724867724,0.4432048681541582,0.432916511135996
510,2,0.4305555555555556,0.19804400977995107,0.5388888888888889,0.47225256150205447,0.43797534749541045
511,0,0.7777777777777778,0.6659901420701653,0.8060035842293907,0.7785592185592186,0.7790030632135895
511,1,0.7916666666666666,0.6892086330935252,0.8183908045977012,0.797997557997558,0.7938410092719259
511,2,0.75,0.6199413489736071,0.793859649122807,0.738168498168498,0.7452859836580767
512,0,0.6666666666666666,0.5023041474654377,0.7336309523809524,0.6702657004830918,0.6646289146289147
512,1,0.6527777777777778,0.4814174589455489,0.728937728937729,0.6563285024154589,0.6473794790986074
512,2,0.6944444444444444,0.5435158501440922,0.7468253968253968,0.6969323671497585,0.6961063627730294
513,0,0.5972222222222222,0.40154772141014616,0.6387734441602727,0.6047619047619048,0.6036452316775768
513,1,0.6388888888888888,0.4620689655172414,0.6712962962962963,0.6437362637362637,0.644140446876425
